id,name,account,card,features,news
75,puta,"{'id': 82, 'number': '9995888', 'agency': '9957554', 'balance': 0.0, 'limit': 500.0}","{'id': 75, 'number': '999210', 'limit': 200.0}","[{'id': 40, 'icon': 'string', 'description': 'string'}]","[{'id': 77, 'icon': 'string', 'description': 'string'}, {'id': 372, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 373, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1032, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'puta, por conseguinte, o surgimento do comércio virtual promove a alavancagem de alternativas às soluções ortodoxas. '}]"
76,Maria,"{'id': 83, 'number': '0093-1', 'agency': '2039', 'balance': 0.0, 'limit': 500.0}","{'id': 76, 'number': '**** **** **** 2111', 'limit': 1000.0}",[],"[{'id': 374, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 375, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1033, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Maria, no mundo atual, o julgamento imparcial das eventualidades acarreta um processo de reformulação e modernização das direções preferenciais no sentido do progresso. '}]"
77,Maria,"{'id': 84, 'number': '0193-1', 'agency': '2039', 'balance': 0.0, 'limit': 500.0}","{'id': 77, 'number': '**** **** **** 2311', 'limit': 1000.0}",[],"[{'id': 376, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 377, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1034, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Maria, caros amigos, a execução dos pontos do programa faz parte de um processo de gerenciamento dos relacionamentos verticais entre as hierarquias. '}]"
78,Roberta,"{'id': 85, 'number': '0103-1', 'agency': '2039', 'balance': 0.0, 'limit': 500.0}","{'id': 78, 'number': '**** **** **** 2411', 'limit': 1000.0}",[],"[{'id': 378, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 379, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1035, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Roberta, não obstante, o consenso sobre a necessidade de qualificação garante a contribuição de um grupo importante na determinação das condições inegavelmente apropriadas. '}]"
79,Carla,"{'id': 86, 'number': '0113-1', 'agency': '2039', 'balance': 0.0, 'limit': 500.0}","{'id': 79, 'number': '**** **** **** 2511', 'limit': 1000.0}",[],"[{'id': 380, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 381, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1036, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Carla, as experiências acumuladas demonstram que a estrutura atual da organização faz parte de um processo de gerenciamento dos procedimentos normalmente adotados. '}]"
81,Pyterson,"{'id': 88, 'number': '00001-2', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 80, 'number': '**** **** **** 555', 'limit': 500.0}",[],"[{'id': 108, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Teste para a mensagem gerada do chatgpt'}, {'id': 109, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Teste para a mensagem gerada do chatgpt'}, {'id': 382, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 383, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1037, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pyterson, a prática cotidiana prova que o aumento do diálogo entre os diferentes setores produtivos nos obriga à análise dos níveis de motivação departamental. '}]"
82,Pip,"{'id': 89, 'number': '00002-3', 'agency': '0002', 'balance': 0.0, 'limit': 500.0}","{'id': 81, 'number': '**** **** **** 1110', 'limit': 1000.0}",[],"[{'id': 110, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Teste para a mensagem gerada do chatgpt'}, {'id': 111, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Teste para a mensagem gerada do chatgpt'}, {'id': 384, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 385, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1038, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pip, todas estas questões, devidamente ponderadas, levantam dúvidas sobre se o julgamento imparcial das eventualidades pode nos levar a considerar a reestruturação dos procedimentos normalmente adotados. '}]"
83,Pep,"{'id': 90, 'number': '00004-3', 'agency': '0003', 'balance': 0.0, 'limit': 500.0}","{'id': 82, 'number': '**** **** **** 3330', 'limit': 1000.0}",[],"[{'id': 112, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Teste para a mensagem gerada do chatgpt'}, {'id': 113, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Teste para a mensagem gerada do chatgpt'}, {'id': 386, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 387, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1039, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pep, ainda assim, existem dúvidas a respeito de como a estrutura atual da organização afeta positivamente a correta previsão das direções preferenciais no sentido do progresso. '}]"
84,Vitor Fontenle,"{'id': 91, 'number': '12546665', 'agency': '0216465', 'balance': 0.0, 'limit': 500.0}","{'id': 83, 'number': '1564 4758 4525 2555', 'limit': 1000.0}","[{'id': 41, 'icon': 'string', 'description': 'string'}]","[{'id': 81, 'icon': 'string', 'description': 'string'}, {'id': 388, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 389, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1040, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Vitor Fontenle, no mundo atual, a percepção das dificuldades promove a alavancagem das formas de ação. '}]"
85,Vitor Fontenle2,"{'id': 92, 'number': '1254665', 'agency': '0216465', 'balance': 0.0, 'limit': 500.0}","{'id': 84, 'number': '1564 4758 4425 2555', 'limit': 1000.0}","[{'id': 42, 'icon': 'string', 'description': 'string'}]","[{'id': 82, 'icon': 'string', 'description': 'string'}, {'id': 390, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 391, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1041, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Vitor Fontenle2, por outro lado, a percepção das dificuldades pode nos levar a considerar a reestruturação do investimento em reciclagem técnica. '}]"
86,Vitor Fontenle3,"{'id': 93, 'number': '1214665', 'agency': '0216465', 'balance': 0.0, 'limit': 500.0}","{'id': 85, 'number': '1564 4758 4125 2555', 'limit': 1000.0}","[{'id': 43, 'icon': 'string', 'description': 'string'}]","[{'id': 83, 'icon': 'string', 'description': 'string'}, {'id': 392, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 393, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1042, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Vitor Fontenle3, desta maneira, o entendimento das metas propostas assume importantes posições no estabelecimento do fluxo de informações. '}]"
87,Pyterson Teste,"{'id': 94, 'number': '01000-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 86, 'number': '**** **** **** 1234', 'limit': 1000.0}",[],"[{'id': 215, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje para garantir seu futuro financeiro!'}, {'id': 216, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista para um futuro sólido e próspero!'}, {'id': 394, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 395, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1043, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pyterson Teste, gostaria de enfatizar que a crescente influência da mídia maximiza as possibilidades por conta das diretrizes de desenvolvimento para o futuro. '}]"
88,Pip Teste,"{'id': 95, 'number': '01000-2', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 87, 'number': '**** **** **** 1235', 'limit': 1000.0}",[],"[{'id': 217, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no futuro, invista em seu sucesso.'}, {'id': 218, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Descubra o poder dos investimentos e alcance seus objetivos financeiros com Pip Teste!'}, {'id': 396, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 397, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1044, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pip Teste, neste sentido, o consenso sobre a necessidade de qualificação deve passar por modificações independentemente da gestão inovadora da qual fazemos parte. '}]"
89,Pep Teste,"{'id': 96, 'number': '01000-3', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 88, 'number': '**** **** **** 1236', 'limit': 1000.0}",[],"[{'id': 219, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista seu dinheiro e conquiste seus objetivos.'}, {'id': 220, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro, Pep Teste. Faça seu dinheiro trabalhar por você!'}, {'id': 398, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 399, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1045, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pep Teste, no entanto, não podemos esquecer que a consulta aos diversos militantes prepara-nos para enfrentar situações atípicas decorrentes das posturas dos órgãos dirigentes com relação às suas atribuições. '}]"
90,Wilker,"{'id': 97, 'number': '000000000-1', 'agency': '0001', 'balance': 0.0, 'limit': 5000000.0}","{'id': 89, 'number': '**** **** **** 2101', 'limit': 0.0}","[{'id': 44, 'icon': 'string', 'description': 'string'}]","[{'id': 84, 'icon': 'string', 'description': 'string'}, {'id': 400, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 401, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1046, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Wilker, nunca é demais lembrar o peso e o significado destes problemas, uma vez que a adoção de políticas descentralizadoras assume importantes posições no estabelecimento dos métodos utilizados na avaliação de resultados. '}]"
91,Danillo,"{'id': 98, 'number': '00001-10', 'agency': '9999', 'balance': 0.0, 'limit': 25.0}","{'id': 90, 'number': '**** **** **** 0101', 'limit': 10.0}",[],"[{'id': 402, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 403, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1047, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Danillo, do mesmo modo, a crescente influência da mídia garante a contribuição de um grupo importante na determinação dos paradigmas corporativos. '}]"
92,Mark,"{'id': 99, 'number': '00001-11', 'agency': '9999', 'balance': 0.0, 'limit': 250.0}","{'id': 91, 'number': '**** **** **** 1121', 'limit': 100.0}",[],"[{'id': 404, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 405, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1048, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Mark, é claro que a consulta aos diversos militantes cumpre um papel essencial na formulação da gestão inovadora da qual fazemos parte. '}]"
93,Tony,"{'id': 100, 'number': '00001-12', 'agency': '9999', 'balance': 0.0, 'limit': 255.0}","{'id': 92, 'number': '**** **** **** 1122', 'limit': 950.0}",[],"[{'id': 406, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 407, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1049, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Tony, evidentemente, a estrutura atual da organização faz parte de um processo de gerenciamento do retorno esperado a longo prazo. '}]"
94,Márcia,"{'id': 101, 'number': '00001-13', 'agency': '9999', 'balance': 0.0, 'limit': 55.0}","{'id': 93, 'number': '**** **** **** 1123', 'limit': 50.0}",[],"[{'id': 408, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 409, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1050, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Márcia, todavia, a estrutura atual da organização ainda não demonstrou convincentemente que vai participar na mudança dos níveis de motivação departamental. '}]"
95,Donizeti,"{'id': 102, 'number': '00001-14', 'agency': '9999', 'balance': 0.0, 'limit': 555.0}","{'id': 94, 'number': '**** **** **** 1124', 'limit': 505.0}",[],"[{'id': 410, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 411, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1051, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Donizeti, no mundo atual, o entendimento das metas propostas desafia a capacidade de equalização de todos os recursos funcionais envolvidos. '}]"
96,Gabriella,"{'id': 103, 'number': '00001-15', 'agency': '9999', 'balance': 0.0, 'limit': 600.0}","{'id': 95, 'number': '**** **** **** 1125', 'limit': 400.0}",[],"[{'id': 412, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 413, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1052, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Gabriella, todas estas questões, devidamente ponderadas, levantam dúvidas sobre se o entendimento das metas propostas faz parte de um processo de gerenciamento dos métodos utilizados na avaliação de resultados. '}]"
97,Thaís,"{'id': 104, 'number': '00001-16', 'agency': '9999', 'balance': 0.0, 'limit': 700.0}","{'id': 96, 'number': '**** **** **** 1126', 'limit': 200.0}",[],"[{'id': 414, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 415, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1053, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Thaís, desta maneira, o comprometimento entre as equipes pode nos levar a considerar a reestruturação das condições financeiras e administrativas exigidas. '}]"
98,Camylle,"{'id': 105, 'number': '00001-17', 'agency': '9999', 'balance': 0.0, 'limit': 420.0}","{'id': 97, 'number': '**** **** **** 1127', 'limit': 270.0}",[],"[{'id': 416, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 417, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1054, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Camylle, todas estas questões, devidamente ponderadas, levantam dúvidas sobre se a hegemonia do ambiente político possibilita uma melhor visão global das posturas dos órgãos dirigentes com relação às suas atribuições. '}]"
99,Marcella,"{'id': 106, 'number': '00001-18', 'agency': '9999', 'balance': 0.0, 'limit': 4200.0}","{'id': 98, 'number': '**** **** **** 1128', 'limit': 2700.0}",[],"[{'id': 418, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 419, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1055, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Marcella, ainda assim, existem dúvidas a respeito de como a valorização de fatores subjetivos possibilita uma melhor visão global da gestão inovadora da qual fazemos parte. '}]"
100,Ítalo,"{'id': 107, 'number': '00001-19', 'agency': '9999', 'balance': 0.0, 'limit': 200.0}","{'id': 99, 'number': '**** **** **** 1129', 'limit': 700.0}",[],"[{'id': 420, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 421, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1056, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Ítalo, é claro que o surgimento do comércio virtual afeta positivamente a correta previsão das formas de ação. '}]"
101,Douglas,"{'id': 108, 'number': '00001-20', 'agency': '9999', 'balance': 0.0, 'limit': 100.0}","{'id': 100, 'number': '**** **** **** 1130', 'limit': 600.0}",[],"[{'id': 422, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 423, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1057, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Douglas, o incentivo ao avanço tecnológico, assim como o desafiador cenário globalizado oferece uma interessante oportunidade para verificação dos índices pretendidos. '}]"
102,Kauã,"{'id': 109, 'number': '00001-21', 'agency': '9999', 'balance': 0.0, 'limit': 210.0}","{'id': 101, 'number': '**** **** **** 1131', 'limit': 650.0}",[],"[{'id': 424, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 425, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1058, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Kauã, não obstante, o comprometimento entre as equipes exige a precisão e a definição dos índices pretendidos. '}]"
103,Neymar JR,"{'id': 110, 'number': '00001-22', 'agency': '9999', 'balance': 0.0, 'limit': 2200.0}","{'id': 102, 'number': '**** **** **** 1132', 'limit': 9900.0}",[],"[{'id': 426, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 427, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1059, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Neymar JR, pensando mais a longo prazo, a percepção das dificuldades nos obriga à análise das condições financeiras e administrativas exigidas. '}]"
104,L.Messi,"{'id': 111, 'number': '00001-23', 'agency': '9999', 'balance': 0.0, 'limit': 3300.0}","{'id': 103, 'number': '**** **** **** 1133', 'limit': 1000.0}",[],"[{'id': 428, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 429, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1060, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'L.Messi, pensando mais a longo prazo, o desafiador cenário globalizado aponta para a melhoria de todos os recursos funcionais envolvidos. '}]"
105,C.Ronaldo,"{'id': 112, 'number': '00001-24', 'agency': '9999', 'balance': 0.0, 'limit': 5500.0}","{'id': 104, 'number': '**** **** **** 1134', 'limit': 1500.0}",[],"[{'id': 430, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 431, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1061, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'C.Ronaldo, percebemos, cada vez mais, que a percepção das dificuldades exige a precisão e a definição das regras de conduta normativas. '}]"
106,Ronaldinho,"{'id': 113, 'number': '00001-25', 'agency': '9999', 'balance': 0.0, 'limit': 950.0}","{'id': 105, 'number': '**** **** **** 1135', 'limit': 580.0}",[],"[{'id': 432, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 433, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1062, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Ronaldinho, por conseguinte, o surgimento do comércio virtual apresenta tendências no sentido de aprovar a manutenção das formas de ação. '}]"
107,Linus,"{'id': 114, 'number': '00001-26', 'agency': '9999', 'balance': 0.0, 'limit': 1000.0}","{'id': 106, 'number': '**** **** **** 1136', 'limit': 980.0}",[],"[{'id': 434, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 435, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1063, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Linus, o incentivo ao avanço tecnológico, assim como a percepção das dificuldades garante a contribuição de um grupo importante na determinação do retorno esperado a longo prazo. '}]"
108,Bruna Marquezine,"{'id': 115, 'number': '00001-27', 'agency': '9999', 'balance': 0.0, 'limit': 760.0}","{'id': 107, 'number': '**** **** **** 1137', 'limit': 930.0}",[],"[{'id': 436, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 437, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1064, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Bruna Marquezine, todavia, a consolidação das estruturas exige a precisão e a definição do sistema de formação de quadros que corresponde às necessidades. '}]"
109,Sueli,"{'id': 116, 'number': '00001-28', 'agency': '9999', 'balance': 0.0, 'limit': 410.0}","{'id': 108, 'number': '**** **** **** 1138', 'limit': 340.0}",[],"[{'id': 438, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 439, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1065, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Sueli, assim mesmo, o julgamento imparcial das eventualidades ainda não demonstrou convincentemente que vai participar na mudança de todos os recursos funcionais envolvidos. '}]"
